Customer_ID,Predict,Predict_Proba
1090001,0,0.3797202711922042
1090002,0,0.28025278335711606
1090003,0,0.1458426874678454
1090004,1,0.5089468208071274
1090005,0,0.3978487024917233
1090006,0,0.16835334392738052
1090007,1,0.7090377842534312
1090008,0,0.09855481226623428
1090009,1,0.511329844032529
1090010,0,0.23861758889734555
1090011,1,0.5630795437827394
1090012,1,0.574536093271587
1090013,1,0.5837381808622356
1090014,0,0.2096879016492742
1090015,0,0.45571827304135754
1090016,0,0.44740333070935995
1090017,0,0.35087464655378964
1090018,1,0.744172725638259
1090019,1,0.6056330213607365
1090020,0,0.16137084903772705
1090021,0,0.1444509724444641
1090022,1,0.8177163924132581
1090023,1,0.6336883781523424
1090024,0,0.30311541611383547
1090025,1,0.7221295513844801
1090026,1,0.656522240820325
1090027,1,0.7659509682356037
1090028,1,0.7057238961125308
1090029,0,0.1434338189431856
1090030,1,0.6516663005182715
1090031,1,0.626833127361832
1090032,0,0.18053405013474624
1090033,0,0.49427406425361203
1090034,1,0.6748768725289401
1090035,1,0.6438218578637762
1090036,0,0.4932370593376028
1090037,0,0.3680642992346764
1090038,0,0.43124406357170214
1090039,1,0.6214782798975784
1090040,0,0.41557754554824594
1090041,0,0.18971677034063172
1090042,1,0.5160554928546013
1090043,0,0.3547291626702684
1090044,1,0.5044727368112067
1090045,1,0.6260085124176755
1090046,0,0.16703219590377685
1090047,0,0.3521220450593854
1090048,0,0.348758521497429
1090049,0,0.37620747284155054
1090050,1,0.6170205364323426
1090051,1,0.6222290590901473
1090052,1,0.7587266209709449
1090053,0,0.2311964156461955
1090054,0,0.40096562649214934
1090055,0,0.34074612387723535
1090056,0,0.2878651531882608
1090057,0,0.46164709401260345
1090058,0,0.353038632896977
1090059,1,0.6817403089943065
1090060,1,0.6002661505781322
1090061,0,0.34331383923564945
1090062,1,0.7012757877842598
1090063,0,0.28135798224403863
1090064,0,0.40607488772900197
1090065,1,0.5756517587399754
1090066,1,0.6367308841262221
1090067,1,0.6138455945715932
1090068,0,0.23320283828480323
1090069,0,0.2719554948143334
1090070,0,0.19202075024768095
1090071,1,0.7217087198926357
1090072,0,0.2615132476851017
1090073,1,0.6907763635522354
1090074,0,0.1571692318976075
1090075,1,0.5644022059498479
1090076,0,0.16908734656425742
1090077,1,0.5363362251038167
1090078,1,0.732123758815117
1090079,0,0.3321240376026677
1090080,0,0.39504093450576905
1090081,1,0.5971062051772469
1090082,0,0.3199468685317136
1090083,1,0.6059153982762795
1090084,0,0.33582986134907244
1090085,0,0.2301204614090423
1090086,1,0.6112263576808339
1090087,0,0.3183571687084797
1090088,1,0.667642677193971
1090089,1,0.7542491424958048
1090090,1,0.5597032598627248
1090091,0,0.4863899855255373
1090092,0,0.3610045368704951
1090093,1,0.6764690087434247
1090094,1,0.6267056257786848
1090095,0,0.3164116567607134
1090096,0,0.3819808423659382
1090097,0,0.318244284553396
1090098,0,0.28596056147396404
1090099,1,0.680214439919063
1090100,1,0.6748032937891659
1090101,1,0.8988397065079213
1090102,0,0.276319087374164
1090103,1,0.7095669453932522
1090104,1,0.6111374264074412
1090105,0,0.33020798008177904
1090106,1,0.7253834146080707
1090107,1,0.6632748404703706
1090108,1,0.5387915658243715
1090109,1,0.6931994129940224
1090110,1,0.5133456788118781
1090111,0,0.48958112882750354
1090112,0,0.27658052339128975
1090113,1,0.8437767701330336
1090114,1,0.7498150102000894
1090115,0,0.2696980374548014
1090116,0,0.38641684010429195
1090117,0,0.2394163563618957
1090118,0,0.4861194476671008
1090119,1,0.6818470446706308
1090120,0,0.3131221897237493
1090121,0,0.3739083302558008
1090122,0,0.390513654623084
1090123,0,0.32996240203888616
1090124,1,0.7054790922944395
1090125,1,0.5144113149546253
1090126,0,0.46455997403726285
1090127,1,0.5972901232311719
1090128,1,0.7196511786794977
1090129,0,0.2680548251410873
1090130,0,0.47013015180945344
1090131,0,0.4361968082668154
1090132,1,0.656582068496025
1090133,1,0.6672081212958415
1090134,1,0.6526897620341713
1090135,1,0.7552387559385515
1090136,0,0.15488153937004198
1090137,0,0.25244796757828014
1090138,0,0.21723816097106724
1090139,1,0.5356409014778006
1090140,0,0.3530146491877648
1090141,1,0.668514645748056
1090142,1,0.5924901412986608
1090143,1,0.7474344762937719
1090144,1,0.807465090488428
1090145,1,0.5800149870109627
1090146,0,0.17728653650316895
1090147,1,0.8527336214486018
1090148,1,0.8539009968250743
1090149,0,0.28567941187587004
1090150,0,0.3453394830663638
1090151,1,0.8309919362781072
1090152,0,0.4126285323259221
1090153,1,0.6321421084646468
1090154,0,0.39095869709965547
1090155,1,0.5808046179307941
1090156,1,0.5490698378937143
1090157,1,0.7137101934161616
1090158,0,0.2579221776002656
1090159,0,0.2510182266588908
1090160,0,0.36616727694872264
1090161,0,0.4467610876392191
1090162,1,0.6962849764927745
1090163,0,0.2553035515045257
1090164,0,0.38579703301958584
1090165,1,0.530977126890853
1090166,0,0.48024080827879384
1090167,0,0.3490406788903767
1090168,1,0.5974963018182788
1090169,1,0.6019142414338566
1090170,0,0.17432533681184723
1090171,0,0.1225977937287823
1090172,1,0.6037106990298657
1090173,0,0.11646280467873794
1090174,1,0.6565237400016399
1090175,1,0.6731229392879263
1090176,0,0.49896049441055834
1090177,0,0.4627686212780129
1090178,1,0.8080098603294045
1090179,0,0.2027404645551882
1090180,1,0.630818391824011
1090181,0,0.4279480479878717
1090182,1,0.6864446535548068
1090183,1,0.5878346272231545
1090184,0,0.12998303488878937
1090185,1,0.8213609094300262
1090186,0,0.1468444958577078
1090187,1,0.6258754620089378
1090188,1,0.6950111816925018
1090189,1,0.7503030080916289
1090190,1,0.7659946627428628
1090191,0,0.35170532733607046
1090192,1,0.5723393878990162
1090193,1,0.6235905968222806
1090194,0,0.30361695011829815
1090195,1,0.7420830525420998
1090196,1,0.7285880270688232
1090197,0,0.49614507842789063
1090198,1,0.6310975327273851
1090199,0,0.49893940704823714
1090200,1,0.6603685955736184
1090201,1,0.6373644863698033
1090202,0,0.3101133305986296
1090203,1,0.9244946166734059
1090204,1,0.921269914055047
1090205,0,0.4715568667470564
1090206,0,0.3006032541574965
1090207,0,0.2884025428622581
1090208,1,0.6327106145835548
1090209,1,0.6389374661978168
1090210,0,0.4881192502081124
1090211,0,0.4954366206988961
1090212,1,0.6252055456557427
1090213,0,0.42358296329949346
1090214,0,0.22252720904178955
1090215,0,0.38567471308699425
1090216,1,0.6290148304138382
1090217,0,0.3865247152939949
1090218,0,0.2769828808253736
1090219,0,0.19915043878972302
1090220,1,0.6673628253706199
1090221,1,0.6984929713388742
1090222,1,0.534981542329192
1090223,1,0.5207981142140724
1090224,1,0.6252462940264326
1090225,0,0.276141082104334
1090226,1,0.6344246887117102
1090227,1,0.5754105340920878
1090228,1,0.6424379514629617
1090229,0,0.2841390739521453
1090230,1,0.7123703760715571
1090231,1,0.7081801245544755
1090232,0,0.4194460728574847
1090233,1,0.5477963739525578
1090234,1,0.8977082411458268
1090235,0,0.25696051750291254
1090236,1,0.6456465809722518
1090237,0,0.2508173473201348
1090238,0,0.3152904383534994
1090239,1,0.5821568238987105
1090240,0,0.23633512869146642
1090241,1,0.6383798672375334
1090242,0,0.42530156406376807
1090243,0,0.40983436325262235
1090244,0,0.30429333747745974
1090245,1,0.6328397669889523
1090246,0,0.41041002356989176
1090247,1,0.7059458819952729
1090248,1,0.7447983434708456
1090249,1,0.6203173525668046
1090250,1,0.5429413876428536
1090251,1,0.5647764176983292
1090252,1,0.7970140275267001
1090253,1,0.5090131037799037
1090254,0,0.23506765509353544
1090255,0,0.35133914373979386
1090256,1,0.6505006886627004
1090257,0,0.16804809572913876
1090258,1,0.6855489415060966
1090259,1,0.5464294150768266
1090260,0,0.44941640858239457
1090261,1,0.5950444502509308
1090262,0,0.2210001165413347
1090263,0,0.334488846234249
1090264,0,0.1533846036659262
1090265,0,0.3802951514407666
1090266,0,0.16176679642592176
1090267,0,0.32238275580108766
1090268,1,0.5899088079881781
1090269,0,0.46092693654499645
1090270,0,0.20958921527512808
1090271,0,0.22920931288954255
1090272,0,0.255096011158906
1090273,1,0.6610222160403854
1090274,1,0.5848007024726687
1090275,1,0.6454559268642691
1090276,0,0.3371240172376034
1090277,0,0.44649814687264683
1090278,1,0.7193391816881682
1090279,0,0.25367222806938455
1090280,0,0.30415082451140674
1090281,1,0.5812057655066137
1090282,0,0.32274915056885756
1090283,1,0.7068378732484424
1090284,0,0.33444664663038887
1090285,1,0.6410383140521068
1090286,1,0.5642893301592152
1090287,1,0.7185022095053623
1090288,0,0.18805918817154285
1090289,0,0.3539070290516641
1090290,0,0.24583458675207925
1090291,0,0.4203743120820326
1090292,1,0.5666223117621558
1090293,0,0.2423652057361071
1090294,1,0.5704752989768265
1090295,0,0.45330386466171513
1090296,1,0.5699123634604091
1090297,1,0.5207135318891586
1090298,1,0.7072792346250002
1090299,0,0.32256023151542773
1090300,1,0.6225005600074379
1090301,1,0.573686351072447
1090302,1,0.677785003717712
1090303,0,0.4272921264182607
1090304,0,0.2861700466986067
1090305,1,0.7666414341004371
1090306,0,0.3005772406893957
1090307,1,0.5758383236725695
1090308,1,0.6205577926947319
1090309,0,0.4919053792905346
1090310,0,0.3325456865047874
1090311,1,0.674634871963548
1090312,0,0.4413596527853403
1090313,0,0.2729731488478779
1090314,0,0.44206684070974556
1090315,1,0.6731687633528254
1090316,1,0.6078741553652562
1090317,1,0.5180579768092058
1090318,0,0.25145121560133327
1090319,1,0.6021077751945976
1090320,0,0.20435225723317257
1090321,0,0.43808800658731817
1090322,0,0.28649070001581467
1090323,0,0.3750700389093387
1090324,0,0.3834665799124018
1090325,0,0.15686176468005358
1090326,1,0.7075545634654403
1090327,0,0.43211917793944754
1090328,0,0.3659398092605172
1090329,0,0.26199891200341807
1090330,0,0.2734267866257618
1090331,0,0.3439463969799532
1090332,0,0.22208459483475843
1090333,1,0.5058404781922455
1090334,0,0.2499019538473385
1090335,0,0.3972318026219109
1090336,1,0.5165173228243465
1090337,1,0.6961241753977889
1090338,0,0.19163656589283173
1090339,1,0.5312196245629225
1090340,1,0.731523967178601
1090341,1,0.6279112601381248
1090342,0,0.4632734001980602
1090343,0,0.42780017547733096
1090344,0,0.2247853183698581
1090345,0,0.36611317249110786
1090346,1,0.8166423727397681
1090347,1,0.7346160596594106
1090348,1,0.5712829881848976
1090349,1,0.6823582173904208
1090350,0,0.44063951338689233
1090351,1,0.7870263686274471
1090352,0,0.25805774907559315
1090353,0,0.44194587432090415
1090354,0,0.37340137695893294
1090355,1,0.6541125135360126
1090356,0,0.2574291208141451
1090357,0,0.3607461844040064
1090358,1,0.683472718190242
1090359,1,0.5413632651922448
1090360,0,0.12603980246092936
1090361,1,0.5881885296924078
1090362,0,0.21809418704768727
1090363,1,0.5028267742863655
1090364,0,0.2980552564394485
1090365,1,0.5861147898183411
1090366,0,0.49511153197472324
1090367,0,0.4154332803641362
1090368,1,0.5969901906657337
1090369,1,0.5808673168141943
1090370,1,0.6402067502894992
1090371,0,0.48967874277867496
1090372,1,0.737601434604037
1090373,0,0.3381143897958916
1090374,1,0.6313063089209551
1090375,0,0.382218294091893
1090376,0,0.28542978535676905
1090377,0,0.48477853449292135
1090378,0,0.4117994727236894
1090379,0,0.44379860447444963
1090380,0,0.4192626919258358
1090381,1,0.5995347106183045
1090382,1,0.6792263592639542
1090383,0,0.20410975224425415
1090384,1,0.6774282769519778
1090385,0,0.41297246791225023
1090386,1,0.6184551730708634
1090387,1,0.5446018633556261
1090388,1,0.5393829079736631
1090389,0,0.27069943197730945
1090390,1,0.6213978153941996
1090391,0,0.2733935650048528
1090392,0,0.4051113303083772
1090393,0,0.20896938185539463
1090394,1,0.7011441861618506
1090395,1,0.6804521294501725
1090396,0,0.32455818543783976
1090397,0,0.29505201204230147
1090398,0,0.28426802053336864
1090399,1,0.5065583894272431
1090400,0,0.3890084478027325
1090401,0,0.3201573605987303
1090402,1,0.5745900127765579
1090403,1,0.671017986507245
1090404,1,0.7193506471111962
1090405,0,0.1871338455465615
1090406,1,0.6162196816103834
1090407,0,0.3726751845093829
1090408,0,0.255577745791209
1090409,1,0.570458940427241
1090410,1,0.7027910861989924
1090411,1,0.5537206145161442
1090412,0,0.3890507098213245
1090413,0,0.24575872185995892
1090414,0,0.38509816401059405
1090415,0,0.27889920884411684
1090416,0,0.24424699805808073
1090417,0,0.2580130837287881
